N pessoas,N máquinas usando agua,Vazão Total,Vazão 1,Vazão 2,Vazão 3,Vazamento,Normal,,,Tempo de simulação em segundos,Horário,,,Inicio expedianete,Fim expediente,Meio expediete
87,0,2.68,0.89,0.93,0.87,0,1,,,51990,14:26:30,,,,,
88,5,3.87,1.30,1.41,1.16,0,1,,,52020,14:27:00,,,,,
88,4,3.94,1.05,1.34,1.55,0,1,,,52050,14:27:30,,,,,
88,2,3.98,1.10,1.41,1.47,0,1,,,52080,14:28:00,,,,,
89,3,3.91,1.35,1.02,1.54,0,1,,,52110,14:28:30,,,,,
88,4,3.78,1.14,1.24,1.40,0,1,,,52140,14:29:00,,,,,
88,1,3.50,1.22,1.09,1.19,0,1,,,52170,14:29:30,,,,,
87,3,3.90,1.01,1.53,1.36,0,1,,,52200,14:30:00,,,,,
87,0,3.55,0.90,1.32,1.34,0,1,,,52230,14:30:30,,,,,
87,0,3.36,0.99,0.97,1.40,0,1,,,52260,14:31:00,,,,,
88,1,3.23,0.95,1.00,1.27,0,1,,,52290,14:31:30,,,,,
88,3,3.57,1.07,1.44,1.06,0,1,,,52320,14:32:00,,,,,
88,5,4.23,1.59,1.22,1.42,0,1,,,52350,14:32:30,,,,,
89,4,3.52,1.23,1.07,1.22,0,1,,,52380,14:33:00,,,,,
88,0,3.72,1.38,0.95,1.40,0,1,,,52410,14:33:30,,,,,
89,3,3.90,1.42,1.49,0.99,0,1,,,52440,14:34:00,,,,,
88,5,4.11,1.60,1.36,1.15,0,1,,,52470,14:34:30,,,,,
88,4,3.96,1.53,1.10,1.32,0,1,,,52500,14:35:00,,,,,
89,0,3.09,1.02,1.01,1.06,0,1,,,52530,14:35:30,,,,,
89,2,3.42,1.42,0.96,1.04,0,1,,,52560,14:36:00,,,,,
90,5,3.99,1.65,1.30,1.04,0,1,,,52590,14:36:30,,,,,
90,5,4.14,1.58,1.47,1.09,0,1,,,52620,14:37:00,,,,,
90,5,4.05,1.64,1.25,1.16,0,1,,,52650,14:37:30,,,,,
90,3,3.79,1.02,1.42,1.35,0,1,,,52680,14:38:00,,,,,
90,4,3.74,1.22,1.39,1.13,0,1,,,52710,14:38:30,,,,,
91,5,3.65,1.17,1.22,1.26,0,1,,,52740,14:39:00,,,,,
90,4,3.67,1.52,1.01,1.14,0,1,,,52770,14:39:30,,,,,
90,1,3.48,1.27,1.01,1.20,0,1,,,52800,14:40:00,,,,,
90,2,3.89,1.46,1.26,1.17,0,1,,,52830,14:40:30,,,,,
91,3,3.75,1.18,1.35,1.22,0,1,,,52860,14:41:00,,,,,
91,5,4.09,1.24,1.25,1.59,0,1,,,52890,14:41:30,,,,,
91,1,3.47,1.08,1.04,1.35,0,1,,,52920,14:42:00,,,,,
90,3,4.14,1.21,1.47,1.46,0,1,,,52950,14:42:30,,,,,
89,2,3.73,1.05,1.24,1.43,0,1,,,52980,14:43:00,,,,,
88,5,3.71,1.23,1.42,1.05,0,1,,,53010,14:43:30,,,,,
88,1,3.24,0.97,1.33,0.94,0,1,,,53040,14:44:00,,,,,
89,2,3.20,1.20,0.95,1.06,0,1,,,53070,14:44:30,,,,,
88,5,3.66,1.01,1.49,1.15,0,1,,,53100,14:45:00,,,,,
88,3,3.57,1.38,1.18,1.02,0,1,,,53130,14:45:30,,,,,
89,4,3.94,1.48,1.10,1.36,0,1,,,53160,14:46:00,,,,,
89,2,3.66,1.34,1.22,1.10,0,1,,,53190,14:46:30,,,,,
90,1,3.57,1.28,1.02,1.27,0,1,,,53220,14:47:00,,,,,
91,0,4.19,1.42,1.52,1.25,0,1,,,53250,14:47:30,,,,,
91,5,4.11,1.66,1.37,1.09,0,1,,,53280,14:48:00,,,,,
92,1,3.46,1.16,1.30,1.00,0,1,,,53310,14:48:30,,,,,
93,5,3.50,1.16,1.13,1.21,0,1,,,53340,14:49:00,,,,,
93,0,3.88,1.48,1.24,1.16,0,1,,,53370,14:49:30,,,,,
93,3,3.74,1.18,1.23,1.33,0,1,,,53400,14:50:00,,,,,
93,3,4.36,1.51,1.52,1.33,0,1,,,53430,14:50:30,,,,,
93,5,4.15,1.31,1.29,1.56,0,1,,,53460,14:51:00,,,,,
94,3,3.65,1.13,1.09,1.44,0,1,,,53490,14:51:30,,,,,
94,4,3.75,1.35,1.26,1.14,0,1,,,53520,14:52:00,,,,,
94,5,4.09,1.20,1.25,1.65,0,1,,,53550,14:52:30,,,,,
93,1,3.75,1.02,1.18,1.55,0,1,,,53580,14:53:00,,,,,
93,2,3.80,1.05,1.28,1.46,0,1,,,53610,14:53:30,,,,,
94,0,3.89,1.32,1.40,1.16,0,1,,,53640,14:54:00,,,,,
95,4,4.02,1.67,1.16,1.19,0,1,,,53670,14:54:30,,,,,
94,1,4.36,1.27,1.54,1.55,0,1,,,53700,14:55:00,,,,,
94,3,3.80,1.24,1.50,1.06,0,1,,,53730,14:55:30,,,,,
94,3,3.74,1.05,1.63,1.05,0,1,,,53760,14:56:00,,,,,
93,0,3.14,0.93,1.27,0.94,0,1,,,53790,14:56:30,,,,,
94,0,3.88,1.40,1.52,0.96,0,1,,,53820,14:57:00,,,,,
94,3,3.75,1.39,1.22,1.14,0,1,,,53850,14:57:30,,,,,
94,0,3.85,1.45,1.15,1.25,0,1,,,53880,14:58:00,,,,,
94,4,3.82,1.12,1.49,1.20,0,1,,,53910,14:58:30,,,,,
95,5,4.19,1.15,1.40,1.64,0,1,,,53940,14:59:00,,,,,
96,5,4.01,1.20,1.15,1.65,0,1,,,53970,14:59:30,,,,,
96,0,4.11,1.05,1.45,1.60,0,1,,,54000,15:00:00,,,,,
97,4,4.66,1.72,1.75,1.20,0,1,,,54030,15:00:30,,,,,
97,5,4.41,1.46,1.18,1.77,0,1,,,54060,15:01:00,,,,,
96,2,3.48,1.19,1.24,1.05,0,1,,,54090,15:01:30,,,,,
95,5,4.11,1.18,1.46,1.47,0,1,,,54120,15:02:00,,,,,
94,3,4.49,1.64,1.61,1.24,0,1,,,54150,15:02:30,,,,,
94,5,4.01,1.19,1.14,1.68,0,1,,,54180,15:03:00,,,,,
95,2,3.39,1.07,1.22,1.09,0,1,,,54210,15:03:30,,,,,
95,4,4.06,1.34,1.62,1.10,0,1,,,54240,15:04:00,,,,,
94,3,4.03,1.40,1.26,1.37,0,1,,,54270,15:04:30,,,,,
93,4,4.13,1.39,1.51,1.23,0,1,,,54300,15:05:00,,,,,
92,5,3.86,1.24,1.54,1.08,0,1,,,54330,15:05:30,,,,,
92,2,3.70,0.98,1.59,1.13,0,1,,,54360,15:06:00,,,,,
92,0,3.41,1.39,1.08,0.93,0,1,,,54390,15:06:30,,,,,
92,3,4.26,1.56,1.15,1.55,0,1,,,54420,15:07:00,,,,,
92,1,3.40,1.03,1.31,1.05,0,1,,,54450,15:07:30,,,,,
91,3,3.40,1.20,1.02,1.18,0,1,,,54480,15:08:00,,,,,
90,1,3.31,1.02,1.23,1.06,0,1,,,54510,15:08:30,,,,,
90,2,4.24,1.34,1.52,1.38,0,1,,,54540,15:09:00,,,,,
90,2,3.57,1.28,1.19,1.10,0,1,,,54570,15:09:30,,,,,
90,2,4.07,1.38,1.44,1.25,0,1,,,54600,15:10:00,,,,,
90,1,3.73,1.31,1.01,1.41,0,1,,,54630,15:10:30,,,,,
90,4,3.82,1.51,1.19,1.12,0,1,,,54660,15:11:00,,,,,
89,3,3.88,1.39,1.11,1.37,0,1,,,54690,15:11:30,,,,,
90,5,3.56,1.10,1.27,1.19,0,1,,,54720,15:12:00,,,,,
90,1,2.97,1.05,0.96,0.96,0,1,,,54750,15:12:30,,,,,
90,4,4.05,1.11,1.49,1.45,0,1,,,54780,15:13:00,,,,,
89,4,3.90,1.22,1.12,1.56,0,1,,,54810,15:13:30,,,,,
90,3,4.18,1.44,1.14,1.59,0,1,,,54840,15:14:00,,,,,
89,2,3.29,1.03,1.20,1.07,0,1,,,54870,15:14:30,,,,,
90,4,3.75,1.20,1.40,1.15,0,1,,,54900,15:15:00,,,,,
90,5,3.71,1.11,1.22,1.38,0,1,,,54930,15:15:30,,,,,
90,1,3.09,0.97,1.06,1.06,0,1,,,54960,15:16:00,,,,,
90,0,3.45,1.27,0.93,1.25,0,1,,,54990,15:16:30,,,,,
89,1,3.30,1.04,1.15,1.11,0,1,,,55020,15:17:00,,,,,
89,4,3.90,1.17,1.34,1.38,0,1,,,55050,15:17:30,,,,,
88,0,3.64,1.42,1.28,0.95,0,1,,,55080,15:18:00,,,,,
88,5,3.82,1.37,1.33,1.12,0,1,,,55110,15:18:30,,,,,
88,5,3.75,1.07,1.32,1.35,0,1,,,55140,15:19:00,,,,,
88,3,3.69,1.08,1.04,1.57,0,1,,,55170,15:19:30,,,,,
89,5,3.76,1.23,1.06,1.46,0,1,,,55200,15:20:00,,,,,
89,4,3.72,1.08,1.22,1.43,0,1,,,55230,15:20:30,,,,,
88,2,3.58,1.14,1.33,1.12,0,1,,,55260,15:21:00,,,,,
89,4,3.48,1.02,1.31,1.15,0,1,,,55290,15:21:30,,,,,
90,3,3.92,1.53,1.04,1.35,0,1,,,55320,15:22:00,,,,,
89,5,4.26,1.61,1.27,1.39,0,1,,,55350,15:22:30,,,,,
88,5,3.55,1.20,1.15,1.20,0,1,,,55380,15:23:00,,,,,
87,4,4.22,1.16,1.52,1.54,0,1,,,55410,15:23:30,,,,,
88,3,3.82,1.09,1.48,1.25,0,1,,,55440,15:24:00,,,,,
87,3,3.58,1.36,1.02,1.20,0,1,,,55470,15:24:30,,,,,
87,4,3.36,1.01,1.15,1.20,0,1,,,55500,15:25:00,,,,,
86,1,3.21,1.01,1.21,0.99,0,1,,,55530,15:25:30,,,,,
86,1,3.57,1.17,1.05,1.35,0,1,,,55560,15:26:00,,,,,
87,5,3.92,1.42,1.11,1.39,0,1,,,55590,15:26:30,,,,,
87,4,4.15,1.08,1.55,1.52,0,1,,,55620,15:27:00,,,,,
87,2,3.84,1.14,1.42,1.28,0,1,,,55650,15:27:30,,,,,
88,0,3.40,1.38,0.96,1.07,0,1,,,55680,15:28:00,,,,,
89,5,3.62,1.12,1.21,1.29,0,1,,,55710,15:28:30,,,,,
89,2,3.90,1.44,1.25,1.22,0,1,,,55740,15:29:00,,,,,
88,4,3.14,1.04,1.08,1.02,0,1,,,55770,15:29:30,,,,,
88,4,4.06,1.12,1.41,1.54,0,1,,,55800,15:30:00,,,,,
87,1,3.31,1.16,1.05,1.10,0,1,,,55830,15:30:30,,,,,
87,2,4.20,1.41,1.28,1.51,0,1,,,55860,15:31:00,,,,,
87,5,3.77,1.47,1.09,1.21,0,1,,,55890,15:31:30,,,,,
86,5,3.44,1.11,1.06,1.27,0,1,,,55920,15:32:00,,,,,
86,2,3.01,0.99,1.09,0.94,0,1,,,55950,15:32:30,,,,,
86,5,3.35,1.18,1.07,1.10,0,1,,,55980,15:33:00,,,,,
86,2,3.30,1.30,1.01,0.99,0,1,,,56010,15:33:30,,,,,
87,2,3.86,1.33,1.51,1.01,0,1,,,56040,15:34:00,,,,,
86,2,3.50,1.26,1.00,1.24,0,1,,,56070,15:34:30,,,,,
86,0,3.54,1.43,0.88,1.23,0,1,,,56100,15:35:00,,,,,
85,4,3.35,1.24,1.07,1.04,0,1,,,56130,15:35:30,,,,,
84,2,3.02,1.15,0.90,0.97,0,1,,,56160,15:36:00,,,,,
84,0,3.75,1.31,1.18,1.25,0,1,,,56190,15:36:30,,,,,
84,0,3.64,1.35,1.18,1.11,0,1,,,56220,15:37:00,,,,,
84,2,3.16,0.91,0.99,1.26,0,1,,,56250,15:37:30,,,,,
84,4,3.76,1.30,1.43,1.03,0,1,,,56280,15:38:00,,,,,
84,4,3.43,1.15,1.17,1.12,0,1,,,56310,15:38:30,,,,,
84,0,3.33,1.15,1.29,0.88,0,1,,,56340,15:39:00,,,,,
84,1,3.08,1.01,1.21,0.87,0,1,,,56370,15:39:30,,,,,
83,1,2.98,0.95,0.92,1.11,0,1,,,56400,15:40:00,,,,,
83,1,2.90,1.12,0.90,0.88,0,1,,,56430,15:40:30,,,,,
83,1,3.59,1.32,1.32,0.95,0,1,,,56460,15:41:00,,,,,
83,4,4.26,1.35,1.49,1.42,0,1,,,56490,15:41:30,,,,,
83,4,3.55,1.07,1.35,1.13,0,1,,,56520,15:42:00,,,,,
83,1,3.41,1.33,1.14,0.94,0,1,,,56550,15:42:30,,,,,
83,1,3.61,0.96,1.26,1.39,0,1,,,56580,15:43:00,,,,,
84,5,4.00,1.04,1.49,1.47,0,1,,,56610,15:43:30,,,,,
84,1,3.48,1.27,1.30,0.91,0,1,,,56640,15:44:00,,,,,
84,0,3.10,0.95,1.29,0.85,0,1,,,56670,15:44:30,,,,,
83,1,3.37,0.99,1.32,1.07,0,1,,,56700,15:45:00,,,,,
82,1,3.36,1.13,0.85,1.38,0,1,,,56730,15:45:30,,,,,
82,2,2.71,0.90,0.87,0.94,0,1,,,56760,15:46:00,,,,,
81,2,3.28,1.02,1.35,0.91,0,1,,,56790,15:46:30,,,,,
81,5,3.28,1.12,1.08,1.08,0,1,,,56820,15:47:00,,,,,
80,3,3.29,1.22,0.99,1.08,0,1,,,56850,15:47:30,,,,,
80,3,3.37,1.11,0.92,1.34,0,1,,,56880,15:48:00,,,,,
80,5,4.19,1.45,1.40,1.34,0,1,,,56910,15:48:30,,,,,
79,3,3.11,0.96,1.02,1.14,0,1,,,56940,15:49:00,,,,,
80,0,2.84,0.88,0.96,1.00,0,1,,,56970,15:49:30,,,,,
79,2,3.20,1.23,1.05,0.92,0,1,,,57000,15:50:00,,,,,
78,5,3.46,1.07,0.98,1.41,0,1,,,57030,15:50:30,,,,,
77,1,3.33,1.13,0.88,1.32,0,1,,,57060,15:51:00,,,,,
76,1,3.03,0.95,1.03,1.04,0,1,,,57090,15:51:30,,,,,
76,3,3.25,1.22,1.16,0.87,0,1,,,57120,15:52:00,,,,,
76,3,3.13,1.02,1.03,1.08,0,1,,,57150,15:52:30,,,,,
76,3,2.98,1.05,1.01,0.92,0,1,,,57180,15:53:00,,,,,
77,4,3.59,1.19,1.09,1.31,0,1,,,57210,15:53:30,,,,,
76,0,2.69,0.97,0.94,0.78,0,1,,,57240,15:54:00,,,,,
76,2,3.18,1.19,1.06,0.93,0,1,,,57270,15:54:30,,,,,
75,4,3.49,1.06,1.13,1.29,0,1,,,57300,15:55:00,,,,,
74,4,3.73,1.34,1.02,1.37,0,1,,,57330,15:55:30,,,,,
75,2,3.31,1.07,1.24,1.00,0,1,,,57360,15:56:00,,,,,
74,4,2.96,1.10,0.89,0.97,0,1,,,57390,15:56:30,,,,,
74,4,2.74,1.00,0.89,0.86,0,1,,,57420,15:57:00,,,,,
74,0,3.04,0.79,1.21,1.04,0,1,,,57450,15:57:30,,,,,
75,3,3.64,1.11,1.35,1.18,0,1,,,57480,15:58:00,,,,,
75,0,3.26,1.07,0.94,1.25,0,1,,,57510,15:58:30,,,,,
75,5,3.64,1.27,1.18,1.19,0,1,,,57540,15:59:00,,,,,
74,4,2.91,1.15,0.87,0.89,0,1,,,57570,15:59:30,,,,,
74,4,3.17,0.85,1.15,1.18,0,1,,,57600,16:00:00,,,,,
74,3,3.03,0.99,1.06,0.99,0,1,,,57630,16:00:30,,,,,
74,3,3.54,1.25,0.99,1.30,0,1,,,57660,16:01:00,,,,,
74,0,2.38,0.78,0.75,0.85,0,1,,,57690,16:01:30,,,,,
74,2,3.18,0.92,1.22,1.04,0,1,,,57720,16:02:00,,,,,
74,1,2.72,0.83,0.88,1.02,0,1,,,57750,16:02:30,,,,,
73,2,2.95,0.97,1.04,0.94,0,1,,,57780,16:03:00,,,,,
73,4,3.77,1.34,1.24,1.19,0,1,,,57810,16:03:30,,,,,
72,0,2.63,0.76,1.06,0.81,0,1,,,57840,16:04:00,,,,,
72,0,2.94,1.18,1.04,0.72,0,1,,,57870,16:04:30,,,,,
72,1,2.72,1.12,0.82,0.78,0,1,,,57900,16:05:00,,,,,
72,1,2.69,0.94,0.85,0.90,0,1,,,57930,16:05:30,,,,,
71,2,2.99,0.99,0.95,1.05,0,1,,,57960,16:06:00,,,,,
71,5,2.96,1.07,0.95,0.93,0,1,,,57990,16:06:30,,,,,
71,5,2.97,1.07,0.98,0.92,0,1,,,58020,16:07:00,,,,,
71,2,2.96,1.11,0.88,0.97,0,1,,,58050,16:07:30,,,,,
72,1,2.37,0.80,0.80,0.77,0,1,,,58080,16:08:00,,,,,
72,2,3.12,1.16,0.88,1.09,0,1,,,58110,16:08:30,,,,,
72,1,2.83,0.87,1.22,0.75,0,1,,,58140,16:09:00,,,,,
73,1,2.67,0.91,0.95,0.81,0,1,,,58170,16:09:30,,,,,
73,1,2.58,0.78,0.87,0.92,0,1,,,58200,16:10:00,,,,,
72,0,2.53,0.97,0.75,0.81,0,1,,,58230,16:10:30,,,,,
72,2,2.82,0.88,0.80,1.14,0,1,,,58260,16:11:00,,,,,
72,1,2.45,0.80,0.79,0.86,0,1,,,58290,16:11:30,,,,,
71,3,2.78,0.85,0.93,1.00,0,1,,,58320,16:12:00,,,,,
71,1,2.75,0.89,0.89,0.96,0,1,,,58350,16:12:30,,,,,
70,3,2.69,0.87,1.02,0.80,0,1,,,58380,16:13:00,,,,,
69,0,2.39,0.74,0.87,0.78,0,1,,,58410,16:13:30,,,,,
68,4,3.02,0.94,0.94,1.14,0,1,,,58440,16:14:00,,,,,
67,4,2.94,1.09,1.03,0.83,0,1,,,58470,16:14:30,,,,,
67,3,3.00,1.12,1.09,0.78,0,1,,,58500,16:15:00,,,,,
67,2,2.65,0.79,1.08,0.78,0,1,,,58530,16:15:30,,,,,
67,0,2.54,0.99,0.76,0.80,0,1,,,58560,16:16:00,,,,,
67,5,2.76,1.05,0.88,0.83,0,1,,,58590,16:16:30,,,,,
66,0,2.66,0.94,0.93,0.79,0,1,,,58620,16:17:00,,,,,
66,5,2.93,0.99,0.82,1.13,0,1,,,58650,16:17:30,,,,,
66,0,2.42,0.72,0.81,0.89,0,1,,,58680,16:18:00,,,,,
65,0,2.64,1.07,0.70,0.88,0,1,,,58710,16:18:30,,,,,
65,3,2.52,0.97,0.75,0.80,0,1,,,58740,16:19:00,,,,,
65,0,2.44,0.67,1.00,0.77,0,1,,,58770,16:19:30,,,,,
65,1,2.63,0.87,0.97,0.78,0,1,,,58800,16:20:00,,,,,
66,3,3.01,0.89,1.13,0.99,0,1,,,58830,16:20:30,,,,,
66,1,2.55,0.79,1.07,0.70,0,1,,,58860,16:21:00,,,,,
66,3,3.09,1.16,0.86,1.07,0,1,,,58890,16:21:30,,,,,
66,1,2.88,0.90,1.03,0.94,0,1,,,58920,16:22:00,,,,,
67,5,3.17,0.99,1.03,1.15,0,1,,,58950,16:22:30,,,,,
68,4,3.15,0.82,1.11,1.22,0,1,,,58980,16:23:00,,,,,
67,1,2.91,0.93,0.91,1.06,0,1,,,59010,16:23:30,,,,,
66,0,2.37,0.72,0.89,0.76,0,1,,,59040,16:24:00,,,,,
67,1,2.74,0.82,1.08,0.84,0,1,,,59070,16:24:30,,,,,
67,5,2.95,1.14,0.89,0.92,0,1,,,59100,16:25:00,,,,,
67,2,2.69,1.13,0.78,0.77,0,1,,,59130,16:25:30,,,,,
67,0,2.26,0.84,0.67,0.75,0,1,,,59160,16:26:00,,,,,
67,4,2.74,0.96,0.91,0.87,0,1,,,59190,16:26:30,,,,,
68,4,2.88,0.96,1.12,0.81,0,1,,,59220,16:27:00,,,,,
68,5,3.12,0.95,0.94,1.22,0,1,,,59250,16:27:30,,,,,
67,2,2.76,1.01,0.97,0.77,0,1,,,59280,16:28:00,,,,,
66,4,2.77,0.89,0.94,0.94,0,1,,,59310,16:28:30,,,,,
66,3,2.91,0.91,0.91,1.09,0,1,,,59340,16:29:00,,,,,
65,4,2.91,1.21,0.81,0.89,0,1,,,59370,16:29:30,,,,,
65,5,3.27,1.19,1.11,0.98,0,1,,,59400,16:30:00,,,,,
65,0,2.65,1.02,0.76,0.87,0,1,,,59430,16:30:30,,,,,
65,2,2.62,1.04,0.83,0.74,0,1,,,59460,16:31:00,,,,,
64,1,2.35,0.86,0.73,0.75,0,1,,,59490,16:31:30,,,,,
63,1,2.72,0.77,0.88,1.06,0,1,,,59520,16:32:00,,,,,
63,0,2.48,0.97,0.64,0.86,0,1,,,59550,16:32:30,,,,,
63,4,2.37,0.74,0.77,0.86,0,1,,,59580,16:33:00,,,,,
63,3,2.69,1.03,0.75,0.91,0,1,,,59610,16:33:30,,,,,
62,1,2.51,0.87,0.79,0.85,0,1,,,59640,16:34:00,,,,,
62,3,2.99,1.07,0.86,1.05,0,1,,,59670,16:34:30,,,,,
63,2,2.61,0.94,0.75,0.93,0,1,,,59700,16:35:00,,,,,
63,1,2.29,0.78,0.85,0.66,0,1,,,59730,16:35:30,,,,,
62,3,2.62,0.80,1.05,0.77,0,1,,,59760,16:36:00,,,,,
62,3,2.65,1.13,0.76,0.76,0,1,,,59790,16:36:30,,,,,
62,5,2.84,1.11,0.80,0.92,0,1,,,59820,16:37:00,,,,,
63,4,2.98,0.97,0.89,1.13,0,1,,,59850,16:37:30,,,,,
63,1,2.47,0.95,0.73,0.79,0,1,,,59880,16:38:00,,,,,
62,3,2.60,1.06,0.80,0.75,0,1,,,59910,16:38:30,,,,,
63,1,2.66,0.95,0.83,0.88,0,1,,,59940,16:39:00,,,,,
62,4,3.04,1.02,1.02,0.99,0,1,,,59970,16:39:30,,,,,
63,4,2.67,0.76,0.92,1.00,0,1,,,60000,16:40:00,,,,,
62,2,2.17,0.67,0.67,0.83,0,1,,,60030,16:40:30,,,,,
61,3,2.78,0.91,1.10,0.77,0,1,,,60060,16:41:00,,,,,
62,0,2.51,0.97,0.89,0.66,0,1,,,60090,16:41:30,,,,,
62,3,2.44,0.84,0.82,0.78,0,1,,,60120,16:42:00,,,,,
62,2,2.52,0.75,0.73,1.04,0,1,,,60150,16:42:30,,,,,
62,2,2.69,0.90,0.71,1.08,0,1,,,60180,16:43:00,,,,,
61,0,2.32,0.92,0.74,0.66,0,1,,,60210,16:43:30,,,,,
60,0,2.56,0.72,0.94,0.90,0,1,,,60240,16:44:00,,,,,
61,0,2.15,0.66,0.73,0.76,0,1,,,60270,16:44:30,,,,,
60,4,2.57,0.85,0.85,0.87,0,1,,,60300,16:45:00,,,,,
60,3,2.55,0.79,0.94,0.82,0,1,,,60330,16:45:30,,,,,
60,4,2.33,0.79,0.75,0.78,0,1,,,60360,16:46:00,,,,,
59,3,2.90,1.06,1.04,0.80,0,1,,,60390,16:46:30,,,,,
59,0,2.36,0.66,0.97,0.73,0,1,,,60420,16:47:00,,,,,
59,0,2.63,0.98,0.89,0.76,0,1,,,60450,16:47:30,,,,,
59,3,2.90,0.98,1.00,0.93,0,1,,,60480,16:48:00,,,,,
59,0,2.09,0.76,0.67,0.66,0,1,,,60510,16:48:30,,,,,
60,3,2.68,0.93,0.84,0.90,0,1,,,60540,16:49:00,,,,,
60,3,2.53,0.94,0.73,0.87,0,1,,,60570,16:49:30,,,,,
59,4,2.80,0.95,1.02,0.83,0,1,,,60600,16:50:00,,,,,
59,2,2.46,0.85,0.89,0.72,0,1,,,60630,16:50:30,,,,,
60,1,2.48,0.93,0.90,0.65,0,1,,,60660,16:51:00,,,,,
61,2,2.49,0.66,1.05,0.78,0,1,,,60690,16:51:30,,,,,
61,1,2.76,0.70,1.05,1.00,0,1,,,60720,16:52:00,,,,,
62,3,2.38,0.75,0.87,0.76,0,1,,,60750,16:52:30,,,,,
61,1,2.40,0.92,0.68,0.80,0,1,,,60780,16:53:00,,,,,
60,0,2.38,0.79,0.97,0.62,0,1,,,60810,16:53:30,,,,,
61,1,2.05,0.67,0.66,0.73,0,1,,,60840,16:54:00,,,,,
60,4,2.80,1.06,0.86,0.89,0,1,,,60870,16:54:30,,,,,
59,3,2.75,0.96,0.85,0.94,0,1,,,60900,16:55:00,,,,,
60,3,2.74,0.96,0.72,1.06,0,1,,,60930,16:55:30,,,,,
60,2,2.52,0.72,0.96,0.84,0,1,,,60960,16:56:00,,,,,
60,5,2.75,0.97,0.97,0.81,0,1,,,60990,16:56:30,,,,,
60,3,2.71,1.10,0.79,0.82,0,1,,,61020,16:57:00,,,,,
60,0,2.22,0.67,0.81,0.73,0,1,,,61050,16:57:30,,,,,
59,3,2.91,1.00,1.05,0.85,0,1,,,61080,16:58:00,,,,,
59,0,2.10,0.74,0.78,0.59,0,1,,,61110,16:58:30,,,,,
59,4,2.99,1.05,0.98,0.96,0,1,,,61140,16:59:00,,,,,
58,3,2.55,0.79,1.01,0.75,0,1,,,61170,16:59:30,,,,,
58,4,2.31,0.85,0.70,0.76,0,1,,,61200,17:00:00,,,,,
58,3,2.72,1.00,0.75,0.96,0,1,,,61230,17:00:30,,,,,
58,1,2.61,0.86,0.80,0.95,0,1,,,61260,17:01:00,,,,,
59,1,2.13,0.76,0.69,0.68,0,1,,,61290,17:01:30,,,,,
58,2,2.43,0.69,0.92,0.82,0,1,,,61320,17:02:00,,,,,
58,1,2.55,0.71,0.90,0.94,0,1,,,61350,17:02:30,,,,,
58,2,2.43,0.65,0.79,0.99,0,1,,,61380,17:03:00,,,,,
59,5,2.82,0.88,0.91,1.03,0,1,,,61410,17:03:30,,,,,
59,1,2.43,0.71,0.86,0.86,0,1,,,61440,17:04:00,,,,,
58,4,2.31,0.73,0.83,0.75,0,1,,,61470,17:04:30,,,,,
58,5,2.88,0.87,1.00,1.01,0,1,,,61500,17:05:00,,,,,
57,4,2.78,1.01,1.04,0.72,0,1,,,61530,17:05:30,,,,,
57,3,3.01,1.04,0.92,1.06,0,1,,,61560,17:06:00,,,,,
56,1,2.45,0.87,0.74,0.84,0,1,,,61590,17:06:30,,,,,
55,3,2.51,0.66,0.93,0.93,0,1,,,61620,17:07:00,,,,,
55,1,2.14,0.63,0.68,0.83,0,1,,,61650,17:07:30,,,,,
54,3,2.30,0.66,0.75,0.88,0,1,,,61680,17:08:00,,,,,
55,1,1.96,0.60,0.66,0.70,0,1,,,61710,17:08:30,,,,,
54,4,2.31,0.69,0.76,0.87,0,1,,,61740,17:09:00,,,,,
55,5,2.44,0.83,0.83,0.78,0,1,,,61770,17:09:30,,,,,
55,4,2.51,0.95,0.85,0.71,0,1,,,61800,17:10:00,,,,,
55,0,2.30,0.90,0.76,0.63,0,1,,,61830,17:10:30,,,,,
55,3,2.12,0.67,0.75,0.71,0,1,,,61860,17:11:00,,,,,
55,3,2.46,1.00,0.65,0.81,0,1,,,61890,17:11:30,,,,,
55,4,2.56,0.82,0.76,0.98,0,1,,,61920,17:12:00,,,,,
56,0,2.41,0.85,0.82,0.74,0,1,,,61950,17:12:30,,,,,
56,4,2.45,0.79,0.75,0.91,0,1,,,61980,17:13:00,,,,,
56,2,2.88,0.94,0.95,0.98,0,1,,,62010,17:13:30,,,,,
56,0,2.15,0.62,0.88,0.65,0,1,,,62040,17:14:00,,,,,
56,5,2.66,0.73,0.84,1.09,0,1,,,62070,17:14:30,,,,,
56,0,2.33,0.57,0.84,0.92,0,1,,,62100,17:15:00,,,,,
56,1,2.41,0.84,0.60,0.97,0,1,,,62130,17:15:30,,,,,
55,1,1.83,0.63,0.60,0.60,0,1,,,62160,17:16:00,,,,,
56,1,2.09,0.62,0.61,0.87,0,1,,,62190,17:16:30,,,,,
55,0,2.13,0.65,0.60,0.87,0,1,,,62220,17:17:00,,,,,
55,3,2.50,0.97,0.81,0.71,0,1,,,62250,17:17:30,,,,,
55,2,2.42,0.97,0.79,0.66,0,1,,,62280,17:18:00,,,,,
55,5,2.35,0.77,0.80,0.78,0,1,,,62310,17:18:30,,,,,
56,1,2.50,0.90,0.81,0.78,0,1,,,62340,17:19:00,,,,,
56,4,2.32,0.85,0.73,0.75,0,1,,,62370,17:19:30,,,,,
